date,rainfall,tempmax,tempmin
2015-04-11,1.0359963,33.508183,20.368706
2015-04-12,2.6107733,30.920166,19.974348
2015-04-13,3.8596478,30.524963,19.023335
2015-04-14,2.9360886,31.332098,19.12031
2015-04-15,1.9271269,32.139145,19.728601
2015-04-16,2.7222896,32.51117,20.173195
2015-04-17,1.3089901,33.969948,20.541687
2015-04-18,2.7585073,34.808144,20.869865
2015-04-19,2.188051,35.661278,21.689968
2015-04-20,2.4266968,35.798893,22.578426
2015-04-21,1.1768903,35.98358,23.069658
2015-04-22,2.8168857,35.77568,22.240236
2015-04-23,2.060862,35.80796,22.170145
2015-04-24,3.2123344,35.113125,21.46539
2015-04-25,3.2595673,34.273502,21.041197
2015-04-26,1.7766763,34.16246,21.234335
2015-04-27,1.7398024,35.20447,21.791832
2015-04-28,1.8406463,35.13285,22.096859
2015-04-29,2.4923906,35.215176,22.021255
2015-04-30,1.6528537,35.97282,22.38482
2015-05-01,1.5363367,35.921738,22.13851
2015-05-02,1.0984553,36.39583,22.526005
2015-05-03,1.9295415,36.597282,22.225832
2015-05-04,1.289492,36.71147,22.348778
2015-05-05,1.1217105,37.032803,22.233257
2015-05-06,0.8006637,37.288063,22.741955
2015-05-07,0.88909405,37.213272,23.539743
2015-05-08,0.8208943,37.30367,23.755217
2015-05-09,0.34651643,37.398758,24.151276
2015-05-10,0.5564555,36.721073,24.407637
2015-05-11,0.9239323,36.10274,24.22189
2015-05-12,2.3061838,35.08661,23.325214
2015-05-13,2.9859965,34.990753,23.500141
2015-05-14,3.2680793,34.70605,23.016958
2015-05-15,2.8079715,34.859535,23.611807
2015-05-16,4.085393,35.26324,23.109852
2015-05-17,3.995698,36.019707,23.212206
2015-05-18,2.9078338,37.10601,24.117619
2015-05-19,1.7297648,37.67608,24.722033
2015-05-20,1.2326193,37.929615,24.332367
2015-05-21,0.6431188,38.693375,25.012566
2015-05-22,1.303995,38.955772,24.951525
2015-05-23,1.6396898,38.694054,25.20922
2015-05-24,2.2485948,38.1009,25.180035
2015-05-25,1.4385542,37.959335,25.319237
2015-05-26,2.0548136,37.994812,25.388447
2015-05-27,1.3420392,37.89301,24.775364
2015-05-28,2.074444,37.552055,24.51654
2015-05-29,1.9907699,37.984554,24.9665
2015-05-30,2.9708233,37.84781,25.014233
2015-05-31,2.215211,37.549137,25.625454
2015-06-01,5.6946435,35.900627,24.146708
2015-06-02,2.4241817,35.64401,23.695627
2015-06-03,3.1430387,35.049664,23.436386
2015-06-04,2.6523266,35.108868,23.810106
2015-06-05,3.1800632,35.55129,23.952787
2015-06-06,5.6577396,36.259727,24.28283
2015-06-07,4.1735168,37.04854,24.754374
2015-06-08,5.123401,36.89857,24.945517
2015-06-09,5.133547,36.16396,25.020077
2015-06-10,6.00506,35.984364,25.155745
2015-06-11,4.1348457,35.31154,24.574535
2015-06-12,5.98271,34.470524,24.003485
2015-06-13,6.788288,33.589287,23.98545
2015-06-14,9.03028,32.705025,22.92372
2015-06-15,6.621226,33.092197,23.334757
2015-06-16,4.9629626,33.609493,23.744177
2015-06-17,5.302803,34.150917,23.926598
2015-06-18,6.0180054,34.458694,24.13202
2015-06-19,6.7555084,34.66201,24.63635
2015-06-20,8.173434,34.025593,24.61129
2015-06-21,10.932396,33.218014,24.482464
2015-06-22,13.150416,32.880234,24.155941
2015-06-23,10.511469,32.901745,24.204084
2015-06-24,9.845585,32.37223,24.105232
2015-06-25,13.089825,32.208366,23.640886
2015-06-26,7.8669457,33.160812,23.660095
2015-06-27,4.989733,33.670883,24.08969
2015-06-28,5.345334,33.937416,24.252108
2015-06-29,5.571549,33.25234,24.148947
2015-06-30,6.1935315,32.970383,23.878656
2015-07-01,5.3621354,33.344612,23.908594
2015-07-02,3.9537282,33.72982,23.994528
2015-07-03,3.7475052,34.258537,24.332306
2015-07-04,3.752716,34.66905,24.628284
2015-07-05,3.278668,34.36525,25.37911
2015-07-06,5.9915695,33.289047,24.617022
2015-07-07,4.8358307,32.947968,24.36453
2015-07-08,5.109768,32.96626,24.571531
2015-07-09,7.48559,32.295036,24.487148
2015-07-10,13.503125,31.037556,24.091276
2015-07-11,12.25289,31.266245,23.732458
2015-07-12,7.523587,32.420853,23.85415
2015-07-13,4.0182414,33.586967,24.373455
2015-07-14,2.706473,34.11981,24.777025
2015-07-15,6.8885446,33.234577,24.906607
2015-07-16,7.9565616,32.742485,24.74808
2015-07-17,6.546841,32.385284,24.33514
2015-07-18,6.506567,32.357506,24.41297
2015-07-19,8.53209,31.985888,24.170618
2015-07-20,10.850588,31.45151,23.923779
2015-07-21,8.587488,31.810883,24.122513
2015-07-22,8.425992,31.688534,24.114443
2015-07-23,10.34578,31.68881,24.059727
2015-07-24,11.799699,31.599287,23.782278
2015-07-25,11.199913,31.605352,23.863783
2015-07-26,13.0548935,31.351612,23.413315
2015-07-27,11.079479,31.104786,23.35461
2015-07-28,13.982286,31.65368,23.219528
2015-07-29,9.969688,31.885193,23.459484
2015-07-30,5.1630287,31.746954,23.955027
2015-07-31,4.3740606,31.09556,23.68928
2015-08-01,8.336984,30.702839,23.409525
2015-08-02,5.8522344,31.253315,23.334097
2015-08-03,7.407864,31.334078,23.56555
2015-08-04,8.033348,31.430975,23.763721
2015-08-05,10.321745,31.026892,23.588644
2015-08-06,5.6646643,31.506586,23.477823
2015-08-07,3.5827978,31.680819,23.812464
2015-08-08,5.0694203,31.946259,24.030325
2015-08-09,4.463019,32.22003,24.262234
2015-08-10,5.3279696,32.52437,24.396635
2015-08-11,6.808084,32.27484,24.212843
2015-08-12,9.301193,31.338427,23.963917
2015-08-13,7.5646877,31.494888,23.959736
2015-08-14,6.5347133,31.937382,23.986744
2015-08-15,5.441889,31.801233,24.125523
2015-08-16,10.398823,31.080862,23.672031
2015-08-17,8.506775,31.66111,23.663706
2015-08-18,10.132743,31.684504,23.77078
2015-08-19,8.192502,31.870708,23.739063
2015-08-20,8.777123,31.312008,23.796469
2015-08-21,7.5302973,31.27195,23.427378
2015-08-22,4.745375,31.283117,23.174086
2015-08-23,4.6336713,31.787529,23.332449
2015-08-24,3.4248428,32.30823,23.281096
2015-08-25,2.8396313,32.649933,23.490534
2015-08-26,2.8112385,32.563953,23.815924
2015-08-27,6.0889015,32.214336,23.766417
2015-08-28,6.2463155,32.024227,23.519554
2015-08-29,5.89533,32.01514,23.705948
2015-08-30,8.360028,31.961697,23.891218
2015-08-31,7.7396884,31.816406,23.523388
2015-09-01,5.568481,32.240047,23.31375
2015-09-02,3.8857234,32.385525,23.157812
2015-09-03,2.9851234,32.573856,23.107235
2015-09-04,2.2154682,33.20732,23.164492
2015-09-05,2.64238,33.398445,23.374317
2015-09-06,1.9926722,32.965126,23.182598
2015-09-07,4.066191,32.6434,22.809343
2015-09-08,3.393323,32.838104,22.78399
2015-09-09,2.2390652,33.233612,22.869421
2015-09-10,2.869635,33.63844,22.93372
2015-09-11,3.478488,33.481487,22.965738
2015-09-12,2.6077838,33.443336,23.226768
2015-09-13,3.0333111,33.59667,23.280006
2015-09-14,3.6895983,33.39166,23.349266
2015-09-15,6.3600287,32.779842,23.278492
2015-09-16,7.4998865,32.524155,23.216497
2015-09-17,6.5887694,32.69356,23.174986
2015-09-18,6.2986555,32.805458,23.501991
2015-09-19,5.581355,32.429302,23.541492
2015-09-20,8.006602,30.629013,22.971878
2015-09-21,10.9862795,30.835482,22.39832
2015-09-22,7.274473,31.131575,22.74285
2015-09-23,8.905935,31.35958,22.719727
2015-09-24,3.4851518,31.910828,22.37605
2015-09-25,2.8453774,32.397644,21.850306
2015-09-26,2.090524,32.279842,21.604343
2015-09-27,0.70659035,32.633972,21.465359
2015-09-28,1.4241561,32.84253,21.316828
2015-09-29,0.5474034,33.19864,21.586107
2015-09-30,1.2562641,33.337337,21.707342
2015-10-01,1.4700177,33.55251,21.777685
2015-10-02,1.8372749,33.7586,21.869316
2015-10-03,2.8931494,33.481564,21.74386
2015-10-04,2.1438072,33.50248,21.420052
2015-10-05,3.0828037,33.44383,21.119707
2015-10-06,2.0672562,33.55469,20.888294
2015-10-07,1.3517205,33.461426,21.18336
2015-10-08,2.7027986,33.293716,21.182
2015-10-09,1.3740631,33.61953,21.04809
2015-10-10,1.608374,33.652573,20.98738
2015-10-11,1.458974,33.332134,21.142057
2015-10-12,2.0960052,33.162273,21.037052
2015-10-13,0.49460334,33.265465,20.91738
2015-10-14,0.7129471,32.661686,20.98165
2015-10-15,1.5704037,32.437546,20.37257
2015-10-16,0.548698,32.72103,20.708328
2015-10-17,0.1839139,33.19859,20.62121
2015-10-18,0.16942301,33.326206,20.772419
2015-10-19,1.2130499,33.336605,20.672104
2015-10-20,1.3644569,33.225445,20.547268
2015-10-21,0.14046133,33.044086,20.303284
2015-10-22,0.26681864,32.58596,19.975065
2015-10-23,0.24071936,32.610565,19.107025
2015-10-24,0.6738973,32.19686,18.808725
2015-10-25,1.3018857,31.656784,18.989971
2015-10-26,1.4221718,31.239084,18.6851
2015-10-27,0.28500503,31.158875,18.325993
2015-10-28,0.7043324,29.969261,18.211163
2015-10-29,2.5819206,28.996655,17.388859
2015-10-30,1.8372422,28.767508,17.383904
2015-10-31,1.042658,29.407003,17.582964
2015-11-01,1.2461644,29.83883,17.979652
2015-11-02,2.112882,30.321537,18.337255
2015-11-03,1.0238959,30.365982,18.590563
2015-11-04,2.143086,30.41464,18.35778
2015-11-05,3.4507113,29.562952,18.210428
2015-11-06,0.5663764,29.811142,17.502966
2015-11-07,0.77179813,29.807877,17.185472
2015-11-08,0.70609653,29.53122,17.075087
2015-11-09,1.4992901,29.035524,17.004807
2015-11-10,4.1661773,28.801342,16.975603
2015-11-11,1.6555521,29.464407,16.729292
2015-11-12,0.8157485,29.956106,16.512642
2015-11-13,1.7903894,29.982658,16.457722
2015-11-14,0.38438365,29.868591,16.12733
2015-11-15,0.46537217,29.633976,16.184486
2015-11-16,3.0978944,28.99989,16.597214
2015-11-17,2.8678796,28.375963,15.827105
2015-11-18,1.5164402,28.464556,15.121667
2015-11-19,0.9849503,28.805815,15.0819
2015-11-20,1.1110753,28.896423,15.017406
2015-11-21,1.3192447,29.158005,15.17341
2015-11-22,1.014278,28.803427,15.543395
2015-11-23,2.3579602,28.779472,15.78278
2015-11-24,1.335266,28.805864,15.789115
2015-11-25,0.14273144,28.838264,15.5168
2015-11-26,0.03806298,28.799967,15.141156
2015-11-27,0.24317935,27.729897,14.595169
2015-11-28,0.085803136,27.512121,14.907867
2015-11-29,0.08113904,28.192917,15.2611
2015-11-30,1.8707074,28.537842,15.801959
2015-12-01,1.4116827,28.458649,16.04168
2015-12-02,2.4653254,27.582603,15.699813
2015-12-03,1.3880451,27.284248,15.277135
2015-12-04,1.0887899,27.658583,14.417691
2015-12-05,0.43605626,27.769558,14.000366
2015-12-06,0.80574584,27.655859,13.739279
2015-12-07,0.54138565,27.579649,13.503256
2015-12-08,0.43433586,27.312897,13.234845
2015-12-09,0.3751274,26.861948,13.423095
2015-12-10,0.2062824,26.675451,14.537098
2015-12-11,1.5905398,25.379051,14.590022
2015-12-12,0.99733627,25.40747,13.521524
2015-12-13,0.40693432,25.16046,13.031863
2015-12-14,0.39190584,24.90921,12.518845
2015-12-15,0.6249577,24.700897,11.688672
2015-12-16,0.24999017,25.100449,10.639827
2015-12-17,0.064170845,24.837065,11.315998
2015-12-18,0.2566193,24.481085,11.029464
2015-12-19,0.2661315,24.8625,10.405827
2015-12-20,0.24428768,24.931643,10.5911875
2015-12-21,0.038483888,24.498072,10.738698
2015-12-22,0.16365747,24.507782,10.707352
2015-12-23,0.12914845,24.13637,10.622348
2015-12-24,0.033372022,23.548586,10.442102
2015-12-25,0.030396065,23.398499,9.428939
2015-12-26,0.0050043687,24.342972,9.029113
2015-12-27,0.06377771,25.678768,9.825762
2015-12-28,0.083562754,27.012634,10.530209
2015-12-29,0.07220718,27.597008,11.054497
2015-12-30,0.024413763,27.68656,11.292817
2015-12-31,0.00186545,27.893646,11.552526
2016-01-01,0.019747928,27.09918,11.599049
2016-01-02,0.0,26.840315,11.304881
2016-01-03,0.0,26.71995,11.055766
2016-01-04,0.20565708,26.553802,11.173315
2016-01-05,0.77016854,26.83598,11.608096
2016-01-06,0.020922687,26.65367,11.929709
2016-01-07,0.0033047285,26.71653,12.135235
2016-01-08,0.30424094,26.339914,12.193058
2016-01-09,0.75907934,25.699747,11.6678095
2016-01-10,0.36105588,26.18166,10.753758
2016-01-11,0.0001701161,26.22245,10.593029
2016-01-12,0.0,26.274158,10.977747
2016-01-13,0.049640324,25.54277,11.407417
2016-01-14,0.007498779,25.194641,11.616242
2016-01-15,0.0058404985,24.625267,11.476978
2016-01-16,0.1698805,24.286463,11.514184
2016-01-17,0.08652817,24.236395,11.320887
2016-01-18,0.080838166,24.020609,11.243183
2016-01-19,0.647405,22.843756,12.280634
2016-01-20,1.8950298,21.735357,12.088167
2016-01-21,0.60857254,22.532455,10.86432
2016-01-22,0.10169661,23.092175,9.881737
2016-01-23,0.037905846,23.551943,9.176889
2016-01-24,0.015511216,23.989285,9.615828
2016-01-25,0.01788375,24.290922,9.7423525
2016-01-26,0.046925228,24.991573,10.326016
2016-01-27,0.17359261,25.630575,11.107454
2016-01-28,0.086569175,26.415476,11.728442
2016-01-29,0.22013888,26.99473,12.4543495
2016-01-30,0.78020257,27.53178,12.962305
2016-01-31,0.16105266,27.346518,13.45595
2016-02-01,0.015869789,27.27442,12.84403
2016-02-02,0.005929752,27.192732,12.302955
2016-02-03,0.002755484,26.62622,11.878912
2016-02-04,0.004163393,26.767231,11.117103
2016-02-05,0.0006405787,27.379965,11.32207
2016-02-06,0.0,27.610737,12.229219
2016-02-07,0.23057194,27.313858,13.423822
2016-02-08,0.68102,27.336325,13.05474
2016-02-09,0.46040457,27.37873,12.948827
2016-02-10,0.27347976,27.68045,13.096568
2016-02-11,0.8614912,26.886757,13.859102
2016-02-12,0.9096426,27.482563,13.384529
2016-02-13,0.040099274,27.336025,13.453171
2016-02-14,0.14695413,27.789062,13.502011
2016-02-15,0.0433774,27.944983,13.863731
2016-02-16,0.082027294,28.237925,14.440626
2016-02-17,0.039393757,29.330688,14.740493
2016-02-18,0.04126155,29.897295,15.55554
2016-02-19,0.070922114,30.457449,16.520554
2016-02-20,1.5481708,30.186523,17.553864
2016-02-21,0.80641544,30.065363,16.829489
2016-02-22,0.9755933,30.451256,15.816972
2016-02-23,0.4902082,30.646517,15.1496525
2016-02-24,0.53951424,30.617258,14.96647
2016-02-25,0.98636943,30.573421,15.26049
2016-02-26,0.19678621,30.455408,16.073908
2016-02-27,0.9892527,30.804916,16.097332
2016-02-28,0.28826705,31.504913,16.380867
2016-02-29,0.33741316,31.390383,16.42058
2016-03-01,0.85653853,31.509636,16.622065
2016-03-02,0.23765181,31.87552,17.167488
2016-03-03,0.29607823,32.18485,17.509573
2016-03-04,0.17865849,32.218674,17.571415
2016-03-05,0.4563204,31.322458,17.652758
2016-03-06,0.8155109,30.668192,17.331566
2016-03-07,1.1318756,31.007883,17.10517
2016-03-08,0.9196112,31.313421,17.17207
2016-03-09,1.2926047,31.774546,17.664341
2016-03-10,0.5298035,32.38251,18.127632
2016-03-11,0.26232147,32.316006,18.773382
2016-03-12,2.594869,30.926125,18.592484
2016-03-13,2.5284379,29.78054,18.175901
2016-03-14,1.8879458,30.125957,17.459095
2016-03-15,1.8203369,30.993374,17.10074
2016-03-16,0.76980835,31.38547,17.02301
2016-03-17,1.1051644,31.479418,17.562145
2016-03-18,1.9335338,32.680077,18.481508
2016-03-19,1.7256198,33.441856,19.345201
2016-03-20,0.5949461,33.449753,19.4009
2016-03-21,1.1038721,33.211002,18.976505
2016-03-22,0.9636015,33.24618,18.09512
2016-03-23,0.4145066,34.146996,17.579168
2016-03-24,0.098776504,34.784637,18.16301
2016-03-25,0.17822266,34.60358,19.314667
2016-03-26,1.1130416,34.485584,19.710669
2016-03-27,0.16622926,33.744305,19.984594
2016-03-28,1.3807837,33.239994,19.283522
2016-03-29,1.7017754,33.97119,19.077644
2016-03-30,0.44118708,34.799583,19.7956
2016-03-31,1.2653637,34.702873,20.137268
2016-04-01,1.3600932,34.56814,20.072687
2016-04-02,0.7053573,35.47105,21.219614
2016-04-03,0.6504878,35.895798,22.364182
2016-04-04,0.955842,35.456932,22.477268
2016-04-05,1.119974,34.928913,22.295238
2016-04-06,2.4490724,34.680412,21.866293
2016-04-07,2.3820908,34.748962,21.29947
2016-04-08,2.3466144,35.463852,20.844034
2016-04-09,1.8927871,35.404713,21.237274
2016-04-10,0.8265688,36.125427,21.714527
2016-04-11,0.91412705,35.697845,21.914568
2016-04-12,1.3857342,36.09394,21.802803
2016-04-13,1.0194117,36.620186,21.846766
2016-04-14,1.5403898,37.192833,22.016869
2016-04-15,1.4621309,37.63031,22.345627
2016-04-16,0.85513717,37.26419,23.183334
2016-04-17,1.8208,36.24674,23.535133
2016-04-18,2.0182939,36.20834,23.20236
2016-04-19,1.9213098,36.280495,23.010326
2016-04-20,1.5603278,36.855015,23.08197
2016-04-21,2.5285897,36.92608,23.160503
2016-04-22,2.7194781,36.592964,23.002104
2016-04-23,2.2425365,36.26563,22.219227
2016-04-24,3.4282818,36.69177,21.83334
2016-04-25,1.7671642,37.209267,21.564178
2016-04-26,0.5077489,37.59662,22.550959
2016-04-27,0.57566047,37.597458,23.02334
2016-04-28,0.90427,37.87545,22.98112
2016-04-29,1.7240077,38.278786,22.849874
2016-04-30,0.7852658,38.19356,23.058432
2016-05-01,1.7602614,38.447006,22.859602
2016-05-02,0.7298317,38.165634,23.478603
2016-05-03,0.38879836,37.003956,24.145174
2016-05-04,1.5788399,35.93445,23.074821
2016-05-05,2.219083,35.212967,22.214512
2016-05-06,2.2325037,34.871815,22.035362
2016-05-07,1.7445914,35.8517,22.221735
2016-05-08,1.5228094,36.787247,23.043947
2016-05-09,1.08437,37.050297,23.810545
2016-05-10,0.8502442,37.006405,24.066593
2016-05-11,2.1146412,36.732517,23.61722
2016-05-12,1.1782016,37.510292,24.12846
2016-05-13,2.5631058,37.404057,24.071198
2016-05-14,1.9385916,37.444874,24.230965
2016-05-15,2.891925,37.41267,24.42598
2016-05-16,3.6826487,37.09545,24.405342
2016-05-17,5.4249544,37.374096,24.548435
2016-05-18,6.4051986,37.36959,24.547943
2016-05-19,3.9594283,37.143307,24.994656
2016-05-20,3.6709511,36.880203,25.05096
2016-05-21,3.1899905,37.04987,24.922903
2016-05-22,3.272052,37.598312,24.75921
2016-05-23,0.9414276,37.400776,25.428799
2016-05-24,2.3393927,36.22002,23.79952
2016-05-25,2.6688197,36.523907,24.506084
2016-05-26,2.0385437,36.835934,23.919025
2016-05-27,1.7612808,36.897755,24.921919
2016-05-28,2.031219,36.84198,24.800838
2016-05-29,3.6190073,35.54605,23.520515
2016-05-30,2.4549181,35.4039,23.666481
2016-05-31,2.9716883,36.589767,23.994457
2016-06-01,1.9271568,37.236614,24.647095
2016-06-02,1.8495075,37.064934,25.100534
2016-06-03,1.201908,37.814922,25.359804
2016-06-04,2.5697517,37.40702,25.35744
2016-06-05,2.5866277,37.37841,25.32708
2016-06-06,3.3660362,36.904705,24.925808
2016-06-07,3.3659036,36.514004,24.900156
2016-06-08,4.9690166,35.92633,24.725138
2016-06-09,4.934592,35.991512,24.750692
2016-06-10,3.3729405,36.34055,25.089777
2016-06-11,2.6583762,36.11766,25.189957
2016-06-12,2.5268412,35.812527,24.804588
2016-06-13,5.3207026,35.56941,25.006052
2016-06-14,3.6756864,35.473656,24.825863
2016-06-15,2.514539,35.378857,25.315212
2016-06-16,3.9497592,35.05519,24.75507
2016-06-17,4.1368394,35.03435,24.701763
2016-06-18,5.307426,33.94287,24.490452
2016-06-19,5.7794204,33.972572,24.624527
2016-06-20,5.866271,34.205822,24.834518
2016-06-21,6.574428,33.675056,24.736206
2016-06-22,8.748865,33.305088,24.183147
2016-06-23,6.6491904,33.85118,24.124533
2016-06-24,7.8207493,34.138775,24.228788
2016-06-25,5.6463957,33.9575,24.509813
2016-06-26,6.499719,34.127144,24.41255
2016-06-27,6.4592695,33.766212,24.575819
2016-06-28,10.180924,32.582455,24.248947
2016-06-29,9.269405,33.158455,24.628351
2016-06-30,8.667487,33.524204,24.930418
2016-07-01,7.316081,33.298424,25.063944
2016-07-02,13.3525095,31.441605,24.114315
2016-07-03,14.630861,31.241943,23.939888
2016-07-04,15.344803,31.315664,23.991688
2016-07-05,12.108453,31.717237,24.185299
2016-07-06,11.836187,31.84158,23.793833
2016-07-07,7.8480396,32.086792,24.235231
2016-07-08,6.1848617,32.205864,24.585714
2016-07-09,9.603313,31.508957,24.17791
2016-07-10,11.352251,31.630156,24.063814
2016-07-11,12.514167,31.388842,24.166706
2016-07-12,11.83436,31.435066,24.253391
2016-07-13,9.08797,32.136955,24.213247
2016-07-14,5.046109,32.202156,24.501364
2016-07-15,6.720061,31.71173,24.384151
2016-07-16,12.608171,30.394382,23.856558
2016-07-17,13.936004,30.32247,23.567326
2016-07-18,11.6435995,30.574862,23.301672
2016-07-19,9.570123,30.9569,23.313301
2016-07-20,6.9914684,32.07546,23.731596
2016-07-21,7.2971725,31.897846,24.102293
2016-07-22,9.738281,31.059174,24.012451
2016-07-23,11.751978,31.325544,23.461008
2016-07-24,9.380541,31.81693,23.795103
2016-07-25,9.566539,31.966257,23.922216
2016-07-26,9.708238,31.574665,23.890366
2016-07-27,11.761485,30.067453,23.358786
2016-07-28,8.875462,30.867687,23.318678
2016-07-29,8.157967,30.866327,23.45921
2016-07-30,8.3770895,31.118843,23.487759
2016-07-31,9.3998995,31.359713,23.436367
2016-08-01,9.429436,30.939663,23.551142
2016-08-02,11.952123,30.601711,23.474928
2016-08-03,9.851824,31.127686,23.606522
2016-08-04,10.044686,31.458996,23.800674
2016-08-05,9.388784,31.450228,24.066015
2016-08-06,12.475397,30.71088,24.161125
2016-08-07,11.659941,30.391832,23.723454
2016-08-08,8.092452,31.143082,23.488884
2016-08-09,7.703314,31.13568,23.764374
2016-08-10,9.6259775,30.39705,23.55427
2016-08-11,7.9270277,31.02598,23.627525
2016-08-12,8.177712,31.269455,23.57122
2016-08-13,5.3119535,31.639492,23.803232
2016-08-14,4.5238414,31.783087,23.99723
2016-08-15,4.4108686,31.699282,23.71704
2016-08-16,6.425004,31.607788,23.407278
2016-08-17,6.2221637,31.346731,23.288315
2016-08-18,6.5002093,31.652592,23.165411
2016-08-19,6.422754,31.900368,23.54068
2016-08-20,5.8448763,32.022923,23.775589
2016-08-21,5.2034307,31.981636,23.595976
2016-08-22,6.5274677,31.34954,23.370035
2016-08-23,5.6477537,31.402933,23.30179
2016-08-24,5.2099648,31.87522,23.592289
2016-08-25,4.974255,31.904678,23.725044
2016-08-26,5.6230927,32.067528,23.508814
2016-08-27,6.1090546,31.941822,23.77788
2016-08-28,6.614084,32.30671,23.75364
2016-08-29,5.7396445,31.976442,23.840763
2016-08-30,6.1820498,31.444077,23.682425
2016-08-31,9.820104,30.872871,23.302649
2016-09-01,10.156595,30.92519,23.083775
2016-09-02,7.6083574,31.1085,23.000166
2016-09-03,6.1391354,31.194025,22.824883
2016-09-04,5.4423246,31.175253,22.834656
